author_id,source,title,authors,publisher,year,cited,quartile,link
6754370,scopus,Contributing Factors to Greenhouse Gas Emissions in Agriculture for Supporting Sustainable Development Goals (SDGs): Insights from a Systematic Literature Review Completed by Computational Bibliometric Analysis,,Asean Journal of Science and Engineering,2025,14 cited,Q1 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-105006917187&origin=resultslist
6754370,scopus,"Governing ai-driven agriculture: Policy, ethics, and the role of language in knowledge transfer",,Navigating Law and Policy in STM Enterprises Ethical Governance Regulation and Innovation Strategy,2025,0 cited,no-Q as Book,https://www.scopus.com/record/display.uri?eid=2-s2.0-105011884709&origin=resultslist
6754370,scopus,FLOOD DECISION SUPPORT SYSTEM (FDDS) USING MAMDANI FUZZY FOR EARLY WARNING SYSTEM IN INDONESIA,,Journal of Engineering Science and Technology,2025,0 cited,Q3 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002404882&origin=resultslist
6754370,scopus,Exploring biomass-based brake pads from various construction wastes in microparticle sizes: Advancing environmentally friendly solutions and student entrepreneurship for sustainable development goals (SDGs),,Scienggj,2025,0 cited,Q4 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-105023279826&origin=resultslist
6754370,scopus,Enhancing agricultural cybersecurity: Leveraging deep learning and large language models for smart farming protection,,Revolutionizing Cybersecurity with Deep Learning and Large Language Models,2025,13 cited,no-Q as Book,https://www.scopus.com/record/display.uri?eid=2-s2.0-105004786381&origin=resultslist
6754370,scopus,AI Security in Agricultural Robotics and Autonomous Farming Systems,,Safeguarding and Securing Autonomous AI Agents,2025,0 cited,no-Q as Book,https://www.scopus.com/record/display.uri?eid=2-s2.0-105022764029&origin=resultslist
6754370,scopus,COMPUTER SCIENCE RESEARCH IN INDONESIA TO CREATE SUSTAINABLE INFRASTRUCTURE FOR UNITED NATIONS SUSTAINABLE DEVELOPMENT GOALS,,Journal of Engineering Science and Technology,2025,0 cited,Q3 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-105001481965&origin=resultslist
6754370,scopus,Ethical and secure AI applications in agricultural research: Challenges and opportunities,,Ensuring Secure and Ethical STM Research in the AI Era,2025,9 cited,no-Q as Book,https://www.scopus.com/record/display.uri?eid=2-s2.0-105008416715&origin=resultslist
6754370,scopus,Protecting LLM-Driven Agricultural Systems: Cybersecurity Risks and Mitigation in Smart Farming,,Securing Large Language Models Against Emerging Threats,2025,0 cited,no-Q as Book,https://www.scopus.com/record/display.uri?eid=2-s2.0-105026199201&origin=resultslist
6754370,scopus,ENHANCING TRUST IN DIGITAL FINANCE: BLOCKCHAIN AND AI FOR SECURE AND TRANSPARENT FINTECH SOLUTIONS,,Journal of Engineering Science and Technology,2025,1 cited,Q3 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-105001500348&origin=resultslist
6754370,garuda,Language Skills in Business Context: A Bibliometric Analysis Using the VOS Viewer Application,,"Journal of Language Learning and Assessment Volume 2, Number 1, June 20241-6",2024,DOI: 10.71194/jlla.v2i1.109,Accred : Unknown,https://garuda.kemdiktisaintek.go.id/documents/detail/4645685
6754370,garuda,Tree Algorithm Model on Size Classification Data Mining,,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 7 No 4 (2023): August 2023895 - 903,2023,DOI: 10.29207/resti.v7i4.4572,Accred : Sinta 2,https://garuda.kemdiktisaintek.go.id/documents/detail/3640368
6754370,garuda,A Bibliometric Analysis of Management Bioenergy Research Using Vosviewer Application,,"Indonesian Journal of Science and Technology Vol 7, No 1 (2022): IJOST: VOLUME 7, ISSUE 1, April 202289-104",2022,DOI: 10.17509/ijost.v7i1.43328,Accred : Unknown,https://garuda.kemdiktisaintek.go.id/documents/detail/2555400
6754370,garuda,PEMASARAN KULINER INDONESIA BERBASIS DIGITAL MARKETING SEBAGAI SARANA GASTRO DIPLOMASI,,Jurnal Ilmiah Bisnis dan Ekonomi Asia Vol 16 No 2 (2022): Jurnal Ilmiah Bisnis dan Ekonomi Asia282-291,2022,DOI: 10.32815/jibeka.v16i2.968,Accred : Sinta 3,https://garuda.kemdiktisaintek.go.id/documents/detail/2927083
6754370,garuda,Ceria Mentari: Cerita Rakyat Terpopuler (Most Popular Indonesian Folklore) Applications with Augmented Reality,,International Journal of Research and Applied Technology (INJURATECH) Vol 2 No 2 (2022): International Journal of Research and Applied Technology (INJURATECH)229-245,2022,DOI: 10.34010/injuratech.v2i2.8871,Accred : Sinta 5,https://garuda.kemdiktisaintek.go.id/documents/detail/3198948
6754370,garuda,APLIKASI SISTEM E-LEARNING DALAM DUNIA PENDIDIKAN,,Jurnal Teknologi Informasi dan Pendidikan Vol 14 No 1 (2021): Jurnal Teknologi Informasi dan Pendidikan47 - 52,2021,DOI: 10.24036/tip.v14i1.327,Accred : Sinta 3,https://garuda.kemdiktisaintek.go.id/documents/detail/2116178
6754370,garuda,SUSTAINABLE MANAGEMENT OF TOURISM IN PANDEMIC COVID-19,,"FIRM Journal of Management Studies Vol 6, No 2 (2021): FIRM JOURNAL OF MANAGEMENT STUDIES229-237",2021,DOI: 10.33021/firm.v6i2.1564,Accred : Sinta 5,https://garuda.kemdiktisaintek.go.id/documents/detail/2312142
6754370,garuda,Design of Rice Farming Monitor Information System,,"International Journal of Education, Information Technology, and Others Vol 4 No 3 (2021): International Journal of Education, information technology and others437-442",2021,DOI: 10.5281/zenodo.5178791,Accred : Sinta 6,https://garuda.kemdiktisaintek.go.id/documents/detail/2499676
6754370,garuda,Pengembangan Aplikasi Pembelajaran Multimedia Menstruasi dan Permasalahannya Bagi Wanita Muslimah Berbasis Mobile,,Jurnal Teknologi Informasi dan Pendidikan Vol 14 No 2 (2021): Jurnal Teknologi Informasi dan Pendidikan185-191,2021,DOI: 10.24036/jtip.v14i2.449,Accred : Sinta 3,https://garuda.kemdiktisaintek.go.id/documents/detail/2567825
6754370,garuda,Analysis of E-Advertising on Sales,,Journal of Business and Behavioural Entrepreneurship Vol 5 No 2 (2021): Journal of Business and Behavioural Entrepreneurship1-5,2021,DOI: 10.21009/JOBBE.005.2.01,Accred : Sinta 4,https://garuda.kemdiktisaintek.go.id/documents/detail/2404423
6754370,googlescholar,AI Security in Agricultural Robotics and Autonomous Farming Systems,"D Mohammed, H MacLennan, S Luckyardi","Safeguarding and Securing Autonomous AI Agents, 277-306, 2026",2026,0 cited,,https://scholar.google.com/scholar?q=+intitle:'AI Security in Agricultural Robotics and Autonomous Farming Systems'
6754370,googlescholar,Protecting LLM-Driven Agricultural Systems: Cybersecurity Risks and Mitigation in Smart Farming,"RK Jones, S Luckyardi","Securing Large Language Models Against Emerging Threats, 263-300, 2026",2026,0 cited,,https://scholar.google.com/scholar?q=+intitle:'Protecting LLM-Driven Agricultural Systems: Cybersecurity Risks and Mitigation in Smart Farming'
6754370,googlescholar,Securing Smart Agriculture: AI-Driven Digital Forensics in Agri-Tech Cybercrime Investigation,"HM Zangana, AA Abdulqader, S Luckyardi, S Li","AI in Digital Forensics and Cybercrime Investigation: Methods, Ethics, and …, 2026",2026,1 cited,,https://scholar.google.com/scholar?q=+intitle:'Securing Smart Agriculture: AI-Driven Digital Forensics in Agri-Tech Cybercrime Investigation'
6754370,googlescholar,Adaptation of ITB Employee Family Cooperatives in Facing Global Challenges: Digital and Sustainable Transformation,"BA Putri, AA Maharani, MI Muttaqien, S Luckyardi","Proceeding of International Student Conference on Earth and Environmental …, 2025",2025,0 cited,,https://scholar.google.com/scholar?q=+intitle:'Adaptation of ITB Employee Family Cooperatives in Facing Global Challenges: Digital and Sustainable Transformation'
6754370,googlescholar,The Role of Language in Regulating AI and Agricultural Technologies: Legal Perspectives from a Globalized World,"HM Zangana, P Amelia, S Luckyardi, FM Mustafa, S Li","Navigating Law and Policy in STM Enterprises: Ethical Governance, Regulation …, 2025",2025,3 cited,,https://scholar.google.com/scholar?q=+intitle:'The Role of Language in Regulating AI and Agricultural Technologies: Legal Perspectives from a Globalized World'
6754370,googlescholar,Innovation and Branding Strategies for Tempe as a Creative Industry Product by KOPTI,"BH Permana, RD Supardi, R Isyandie, JS Sani, S Luckyardi","Proceeding of International Student Conference on Earth and Environmental …, 2025",2025,0 cited,,https://scholar.google.com/scholar?q=+intitle:'Innovation and Branding Strategies for Tempe as a Creative Industry Product by KOPTI'
6754370,googlescholar,Protecting LLM-Driven Agricultural Systems: Cybersecurity Risks and,S Luckyardi,"Securing Large Language Models Against Emerging Threats, 263, 2025",2025,0 cited,,https://scholar.google.com/scholar?q=+intitle:'Protecting LLM-Driven Agricultural Systems: Cybersecurity Risks and'
6754370,googlescholar,ENHANCING TRUST IN DIGITAL FINANCE: BLOCKCHAIN AND AI FOR SECURE AND TRANSPARENT FINTECH SOLUTIONS,"S LUCKYARDI, M FAHREZI, ES SOEGOTO","Journal of Engineering Science and Technology 20 (3), 723-738, 2025",2025,0 cited,,https://scholar.google.com/scholar?q=+intitle:'ENHANCING TRUST IN DIGITAL FINANCE: BLOCKCHAIN AND AI FOR SECURE AND TRANSPARENT FINTECH SOLUTIONS'
6754370,googlescholar,Cooperative Sustainability Challenges in the Rural Credit Landscape,"H Sophia, JN Afifah, NM Manika, SA Putri, S Luckyardi","Proceeding of International Student Conference on Earth and Environmental …, 2025",2025,0 cited,,https://scholar.google.com/scholar?q=+intitle:'Cooperative Sustainability Challenges in the Rural Credit Landscape'
6754370,googlescholar,Enhancing Agricultural Cybersecurity: Leveraging Deep Learning and Large Language Models for Smart Farming Protection,"HM Zangana, S Luckyardi, FM Mustafa, S Li","Revolutionizing Cybersecurity With Deep Learning and Large Language Models …, 2025",2025,11 cited,,https://scholar.google.com/scholar?q=+intitle:'Enhancing Agricultural Cybersecurity: Leveraging Deep Learning and Large Language Models for Smart Farming Protection'
5985954,scopus,Modeling of smart contract for execution and transactions in the palm oil supply chain based on blockchain technology,,Aip Conference Proceedings,2025,0 cited,Q4 as Conference Proceedin,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219196158&origin=resultslist
5985954,scopus,Security Enhancement and Performance Assessment in Blockchain-based Smallholder Palm Oil Supply Chain,,International Journal of Engineering Transactions C Aspects,2025,1 cited,Q2 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-85208609592&origin=resultslist
5985954,scopus,INTEGRATION OF WIRELESS SENSOR NETWORKS WITH WIRELESS MESH NETWORKS IN IOT-BASED PATIENT MONITORING SYSTEMS,,Journal of Engineering Science and Technology,2024,2 cited,Q3 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-85204008008&origin=resultslist
5985954,scopus,Leveraging Internet of Things and Blockchain for Improved Air Quality Monitoring Systems,,Incitest 2024 Proceedings of the 7th International Conference on Informatics Engineering Sciences an,2024,0 cited,no-Q as Conference Proceedin,https://www.scopus.com/record/display.uri?eid=2-s2.0-105015869404&origin=resultslist
5985954,scopus,Blockchain for Managing Citizens’ Data: Bibliometric Analysis and Systematic Literature Review,,Data and Metadata,2024,0 cited,Q2 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-85216280528&origin=resultslist
5985954,scopus,Strengthening data integrity in academic document recording with blockchain and InterPlanetary file system,,International Journal of Electrical and Computer Engineering,2024,6 cited,no-Q as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-85185593649&origin=resultslist
5985954,scopus,Design and Implementation of Digital Tourism Village Virtual Tour,,International Journal of Advances in Soft Computing and Its Applications,2023,1 cited,Q3 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-85178344493&origin=resultslist
5985954,scopus,A conceptual modelling of digital contract for independent palm oil supply chain systems,,Aip Conference Proceedings,2023,2 cited,Q4 as Conference Proceedin,https://www.scopus.com/record/display.uri?eid=2-s2.0-85176914712&origin=resultslist
5985954,scopus,Integration of Function Point and Earned Value Management Methods in Information Systems Project Development Evaluation,,Incitest 2023 Proceedings of the 2023 International Conference on Informatics Engineering Science an,2023,0 cited,no-Q as Conference Proceedin,https://www.scopus.com/record/display.uri?eid=2-s2.0-85185196020&origin=resultslist
5985954,scopus,Implementation of the program evaluation and review technique (PERT) method to determine estimated time of project completion,,Aip Conference Proceedings,2023,2 cited,Q4 as Conference Proceedin,https://www.scopus.com/record/display.uri?eid=2-s2.0-85177563441&origin=resultslist
5985954,garuda,"Systematic Review of Blockchain Technology in Electronic Medical Record Management: Trends, Challenges, and Future Research Directions",,"International Journal of Informatics, Information System and Computer Engineering (INJIISCOM) Vol. 7 No. 2 (2026): INJIISCOM: VOLUME 7, ISSUE 2, DECEMBER 2026 (Online First)245-260",2026,DOI: -,Accred : Sinta 4,https://garuda.kemdiktisaintek.go.id/documents/detail/5932802
5985954,garuda,Integration of Blockchain and Digital Forensics for Data Transparency and Verification : A Systematic Literature Review,,"International Journal of Informatics, Information System and Computer Engineering (INJIISCOM) Vol. 6 No. 2 (2025): INJIISCOM: VOLUME 6, ISSUE 2, DECEMBER 2025331-343",2025,DOI: -,Accred : Sinta 4,https://garuda.kemdiktisaintek.go.id/documents/detail/5772149
5985954,garuda,Pemberdayaan Masyarakat Desa Rancabango melalui Pelatihan Canva dan Pemanfaatan Media Sosial untuk Pemasaran Produk Unggulan,,Jurnal Pengabdian Teknik dan Ilmu Komputer (Petik) PETIK : Jurnal Pengabdian Teknik dan Ilmu Komputer Vol. 5 No. 2 Desember 202597-104,2025,DOI: 10.34010/petik.v5i2.18254,Accred : Sinta 3,https://garuda.kemdiktisaintek.go.id/documents/detail/5789266
5985954,garuda,Analysis of Heart Disease Risk Factors Based on Clinical Data Using Descriptive Correlation and Logistic Regression,,International Journal of Research and Applied Technology (INJURATECH) Vol. 5 No. 1 (2025): Vol 5 No 1 (2025)256-267,2025,DOI: -,Accred : Sinta 5,https://garuda.kemdiktisaintek.go.id/documents/detail/5862970
5985954,garuda,Indonesian Oil and Gas Export Data Forecasting Using Autoregressive Integrated Moving Average and Exponential Triple Smoothing Methods,,International Journal of Research and Applied Technology (INJURATECH) Vol. 5 No. 2 (2025): December 2025300-311,2025,DOI: -,Accred : Unknown,https://garuda.kemdiktisaintek.go.id/documents/detail/6021453
5985954,garuda,Strengthening data integrity in academic document recording with blockchain and InterPlanetary file system,,"International Journal of Electrical and Computer Engineering (IJECE) Vol 14, No 2: April 20241759-1769",2024,DOI: 10.11591/ijece.v14i2.pp1759-1769,Accred : Unknown,https://garuda.kemdiktisaintek.go.id/documents/detail/4386594
5985954,garuda,Introduksi dan Pelatihan Learning Management System Sebagai Pendukung Pembelajaran Blended Learning di SMAN 1 Majalaya,,"Jurnal Pengabdian Masyarakat Progresif Humanis Brainstorming Vol 7, No 1 (2024): Jurnal Abdimas PHB : Jurnal Pengabdian Masyarakat Progresif Humanis Brainstormin135-145",2024,DOI: 10.30591/japhb.v7i1.6178,Accred : Unknown,https://garuda.kemdiktisaintek.go.id/documents/detail/4469615
5985954,garuda,IMPLEMENTASI 2 FACTOR AUTHENTICATION DAN MONITORING TRANSACTION PADA APLIKASI PEMESANAN JASA FOTOGRAFI DAN VIDEOGRAFI DI PRIMAPICTURES,,INFOKOM Vol. 17 No. 1 (2024): JURNAL INFOKOM STIKOM POLTEK CIREBON52-57,2024,DOI: -,Accred : Unknown,https://garuda.kemdiktisaintek.go.id/documents/detail/5720844
5985954,garuda,Pelatihan dan Penerapan IoT Smart Farming Hidroponik Guna Mendukung Mata Pelajaran Prakarya dan Kewirausahaan (PKWU) di SMAN 1 Majalaya,,Dinamisia : Jurnal Pengabdian Kepada Masyarakat Vol. 7 No. 2 (2023): Dinamisia: Jurnal Pengabdian Kepada Masyarakat342-353,2023,DOI: 10.31849/dinamisia.v7i2.12570,Accred : Sinta 3,https://garuda.kemdiktisaintek.go.id/documents/detail/3440822
5985954,garuda,"Blockchain-based Trust, Transparent, Traceable Modeling on Learning Recognition System Kampus Merdeka",,"MATRIK : Jurnal Manajemen, Teknik Informatika dan Rekayasa Komputer Vol 22 No 2 (2023)339-352",2023,DOI: 10.30812/matrik.v22i2.2780,Accred : Unknown,https://garuda.kemdiktisaintek.go.id/documents/detail/3406540
5985954,googlescholar,"Systematic Review of Blockchain Technology in Electronic Medical Record Management: Trends, Challenges, and Future Research Directions","H Irmayanti, S Atin, A Heryandi, I Afrianto, E Rijanto, I Dwiguna Sumitra","International Journal of Informatics, Information System and Computer , 2026",2026,0 cited,,"https://scholar.google.com/scholar?q=+intitle:'Systematic Review of Blockchain Technology in Electronic Medical Record Management: Trends, Challenges, and Future Research Directions'"
5985954,googlescholar,Manajemen Bank Sampah Berbasis GIS untuk Ekonomi Sirkular: Analisis Bibliometrik dan Tinjauan Pustaka Sistemastis,"SE Damayanti, P Dauni, R Rachman, I Afrianto, E Rijanto, ID Sumitra","Journal of Informatics Management and Information Technology 6 (1), 58-65, 2026",2026,0 cited,,https://scholar.google.com/scholar?q=+intitle:'Manajemen Bank Sampah Berbasis GIS untuk Ekonomi Sirkular: Analisis Bibliometrik dan Tinjauan Pustaka Sistemastis'
5985954,googlescholar,"Systematic Literature Review Blockchain Untuk Tata Kelola E-Government: Mekanisme Transparansi, Akuntabilitas, Auditability, Privasi, Dan Adopsi Di Sektor Publik","U Nugraha, ST Handayani, H Sitorus, I Afrianto, E Rijanto, ID Sumitra","RABIT : Jurnal Teknologi dan Sistem Informasi Univrab 11 (1), 1785-1798, 2026",2026,0 cited,,"https://scholar.google.com/scholar?q=+intitle:'Systematic Literature Review Blockchain Untuk Tata Kelola E-Government: Mekanisme Transparansi, Akuntabilitas, Auditability, Privasi, Dan Adopsi Di Sektor Publik'"
5985954,googlescholar,Indonesian Oil and Gas Export Data Forecasting Using Autoregressive Integrated Moving Averageand Exponential Triple SmoothingMethods,"D Kurniawan, I Afrianto","International Journal of Research and Applied  Technology 5 (2), 300-311, 2025",2025,0 cited,,https://scholar.google.com/scholar?q=+intitle:'Indonesian Oil and Gas Export Data Forecasting Using Autoregressive Integrated Moving Averageand Exponential Triple SmoothingMethods'
5985954,googlescholar,Security Engineering of Open Web Application Security Project-Based Automated System for Web Vulnerability Detection and Mitigation,,"International Journal of Safety and Security Engineering 15 (12), 2483-2495, 2025",2025,0 cited,,https://scholar.google.com/scholar?q=+intitle:'Security Engineering of Open Web Application Security Project-Based Automated System for Web Vulnerability Detection and Mitigation'
5985954,googlescholar,Modeling of smart contract for execution and transactions in the palm oil supply chain based on blockchain technology,"AH Pratama, T Djatna, I Afrianto, IGMT Pradana","AIP Conference Proceedings 3200 (1), 040019, 2025",2025,1 cited,,https://scholar.google.com/scholar?q=+intitle:'Modeling of smart contract for execution and transactions in the palm oil supply chain based on blockchain technology'
5985954,googlescholar,Inisiasi Desa Wisata Pasca Relokasi sebagai Upaya Pemberdayaan Masyarakat,"D Dewiyanti, NC Aditya, TW Natalia, L Warlina, S Septiani, I Afrianto, ...","Jurnal Pengabdian Lingkungan Binaan Indonesia 1 (01), 44-62, 2025",2025,1 cited,,https://scholar.google.com/scholar?q=+intitle:'Inisiasi Desa Wisata Pasca Relokasi sebagai Upaya Pemberdayaan Masyarakat'
5985954,googlescholar,Pemberdayaan Masyarakat Desa Rancabango melalui Pelatihan Canva dan Pemanfaatan Media Sosial untuk Pemasaran Produk Unggulan,"RD Agustia, H Maulana, I Afrianto, A Finandhita, S Atin","Jurnal Pengabdian Teknik dan Ilmu Komputer (Petik), 97-104, 2025",2025,0 cited,,https://scholar.google.com/scholar?q=+intitle:'Pemberdayaan Masyarakat Desa Rancabango melalui Pelatihan Canva dan Pemanfaatan Media Sosial untuk Pemasaran Produk Unggulan'
5985954,googlescholar,Secure and Private Archiving of Academic Credentials: A Multi-Channel Blockchain Approach for Diplomas and Certificates of Competency,"I Afrianto, S Atin, R Aldiansyah, ZA Hasibuan","2025 Tenth International Conference on Informatics and Computing (ICIC) 10 , 2025",2025,0 cited,,https://scholar.google.com/scholar?q=+intitle:'Secure and Private Archiving of Academic Credentials: A Multi-Channel Blockchain Approach for Diplomas and Certificates of Competency'
5985954,googlescholar,Tinjauan Literatur: Arsitektur Sistem E-Learning SaaS Berbasis Komputasi Awan,"M Zulhaqi, I Afrianto","Dasar-Dasar Ilmu Komputer, 2025",2025,0 cited,,https://scholar.google.com/scholar?q=+intitle:'Tinjauan Literatur: Arsitektur Sistem E-Learning SaaS Berbasis Komputasi Awan'
5999039,scopus,A Multi-Group Structural Analysis of Digital Banking Adoption Determinants Across Generational Cohorts in Indonesia,,Aptisi Transactions on Technopreneurship,2026,0 cited,Q1 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-105028338373&origin=resultslist
5999039,scopus,Impact of Green Marketing and Total Quality Management (Tqm) Dimensions on Improving the Financial Performance of Indonesian Sharia Banks: New Concept,,Journal of Ecohumanism,2025,2 cited,no-Q as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217540282&origin=resultslist
5999039,scopus,The Role of Customer Satisfaction as a Mediator for Price and Service Quality on Revisit Intention,,Aptisi Transactions on Technopreneurship,2025,0 cited,Q1 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-105025731054&origin=resultslist
5999039,scopus,Scientific forum aggregator design,,Aip Conference Proceedings,2025,0 cited,Q4 as Conference Proceedin,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219200400&origin=resultslist
5999039,scopus,Exploring strategies to manage expectational knowledge in higher education after COVID-19 pandemic,,Journal of Education and Learning,2025,3 cited,Q4 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-85216364801&origin=resultslist
5999039,scopus,"A Knowledge Capabilities Financial Model Based on the Performance of Fashion Enterprises: Micro, Small, and Medium",,Australasian Accounting Business and Finance Journal,2025,0 cited,Q2 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-105008248497&origin=resultslist
5999039,scopus,How Important is Financial Inclusion for the Performance of MSMEs?,,Australasian Accounting Business and Finance Journal,2024,3 cited,Q2 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-85215119012&origin=resultslist
5999039,scopus,PREDICTING COVID-19 CASES USING HYBRID ARIMAX-BIDIRECTIONAL LSTM MODEL,,Journal of Engineering Science and Technology,2024,0 cited,Q3 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-85199480143&origin=resultslist
5999039,scopus,PREDICTING COVID-19 CASES USING HYBRID ARIMAX-BIDIRECTIONAL LSTM MODEL,,Journal of Engineering Science and Technology,2024,0 cited,Q3 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-85199480143&origin=resultslist
5999039,scopus,Optimizing Human Resource Planning through Advanced Management Information Systems: A Technological Approach,,Aptisi Transactions on Technopreneurship,2024,50 cited,Q1 as Journal,https://www.scopus.com/record/display.uri?eid=2-s2.0-85192082120&origin=resultslist
5999039,garuda,A Multi-Group Structural Analysis of Digital Banking Adoption Determinants Across Generational Cohorts in Indonesia,,Aptisi Transactions On Technopreneurship (ATT) Vol 8 No 1 (2026): March37-50,2026,DOI: 10.34306/att.v8i1.590,Accred : Sinta 1,https://garuda.kemdiktisaintek.go.id/documents/detail/5876700
5999039,garuda,Good Procurement Governance and Organisational Performance: A Contingency Theory Approach to Procurement Practices in XYZ Universities,,Journal of Accounting and Investment Vol. 27 No. 1 (2026): January 2026,2026,DOI: -,Accred : Sinta 2,https://garuda.kemdiktisaintek.go.id/documents/detail/5888465
5999039,garuda,Exploring strategies to manage expectational knowledge in higher education after COVID-19 pandemic,,"Journal of Education and Learning (EduLearn) Vol 19, No 2: May 2025699-710",2025,DOI: 10.11591/edulearn.v19i2.21784,Accred : Sinta 1,https://garuda.kemdiktisaintek.go.id/documents/detail/4757615
5999039,garuda,The Influence of Halal Friendly Attributes on Visit Intention Mediated by Destination Image and Artificial Intelligence Adoption in Tourist Destinations: Pengaruh Atribut Ramah Halal terhadap Minat Berkunjung yang Dimediasi oleh Citra Destinasi dan Adopsi Kecerdasan Buatan di Destinasi Wisata,,EKOMABIS: Jurnal Ekonomi Manajemen Bisnis Vol. 6 No. 01 (2025): Ekomabis Edisi Januari 20251 - 16,2025,DOI: 10.37366/ekomabis.v6i01.2294,Accred : Sinta 4,https://garuda.kemdiktisaintek.go.id/documents/detail/4844515
5999039,garuda,Meningkatkan Pengetahuan dan Keterampilan untuk Memperbaiki Kinerja UMKM Pengepul Buah Durian di Blok Sinapeul Desa Ujungberung Kecamatan Sindangwangi Kabupaten Majalengka Jawa Barat,,BERNAS: Jurnal Pengabdian Kepada Masyarakat Vol. 6 No. 1 (2025)781-788,2025,DOI: 10.31949/jb.v6i1.10664,Accred : Sinta 4,https://garuda.kemdiktisaintek.go.id/documents/detail/4864856
5999039,garuda,Pelatihan Knowledge Management System Penanganan Anak Down Syndrome Bagi Pengurus Persatuan Orang Tua Anak dengan Down Syndrome Jawa Barat: Training on the Knowledge Management System for Handling Children with Down Syndrome for the Management of the Association of Parents of Children with Down Syndrome West Java,,PengabdianMu: Jurnal Ilmiah Pengabdian kepada Masyarakat Vol. 10 No. 2 (2025): PengabdianMu: Jurnal Ilmiah Pengabdian kepada Masyarakat618-626,2025,DOI: 10.33084/pengabdianmu.v10i2.8786,Accred : Sinta 4,https://garuda.kemdiktisaintek.go.id/documents/detail/4928891
5999039,garuda,Service Quality As A Mediating Variable Of The Influence Of Digital Marketing Variables On Customer Satisfaction,,EKOMBIS REVIEW: Jurnal Ilmiah Ekonomi dan Bisnis Vol 13 No 2 (2025): April1095â1104,2025,DOI: 10.37676/ekombis.v13i2.7701,Accred : Sinta 3,https://garuda.kemdiktisaintek.go.id/documents/detail/4972121
5999039,garuda,"The Role Of Digital Marketing In Increasing Customer Satisfaction Of MSME Products (Case Study On Traditional Food Semprong, A Speciality Of Karawang)",,EKOMBIS REVIEW: Jurnal Ilmiah Ekonomi dan Bisnis Vol 13 No 2 (2025): April1435â1442,2025,DOI: 10.37676/ekombis.v13i2.7974,Accred : Sinta 3,https://garuda.kemdiktisaintek.go.id/documents/detail/4972127
5999039,garuda,Revolutionizing HR Management: The Impact of Digital Transformation on Organizational Success and Business Sustainability,,Dinasti International Journal of Education Management And Social Science Vol. 6 No. 4 (2025): Dinasti International Journal of Education Management and Social Science (April3001-3013,2025,DOI: 10.38035/dijemss.v6i4.4209,Accred : Sinta 3,https://garuda.kemdiktisaintek.go.id/documents/detail/5006650
5999039,garuda,The Impact of Social Media Marketing and Shopee Live Streaming on Millennial Women's Impulse Buying,,Dinasti International Journal of Education Management And Social Science Vol. 6 No. 4 (2025): Dinasti International Journal of Education Management and Social Science (April2974-2988,2025,DOI: 10.38035/dijemss.v6i4.4381,Accred : Sinta 3,https://garuda.kemdiktisaintek.go.id/documents/detail/5006665
5999039,googlescholar,"The Effect Of Price, Product Quality, And Brand Image On Purchase Decisions And Its Implications On Consumer Loyalty (Survey Of Lcgc Automotive Consumers In Greater Tangerang)","A Nurhadi, U Narimawati, P Suryana, S Priadana, J Suteja","International Journal of Social Sciences 2 (1), 1-9, 2026",2026,0 cited,,"https://scholar.google.com/scholar?q=+intitle:'The Effect Of Price, Product Quality, And Brand Image On Purchase Decisions And Its Implications On Consumer Loyalty (Survey Of Lcgc Automotive Consumers In Greater Tangerang)'"
5999039,googlescholar,Instruction-oriented leadership and teacher performance in Raudhatul Athfal institutions,"T Tarso, U Narimawati, B Kurniawan","Curricula: Journal of Curriculum Development 5 (1), 163-174, 2026",2026,0 cited,,https://scholar.google.com/scholar?q=+intitle:'Instruction-oriented leadership and teacher performance in Raudhatul Athfal institutions'
