file_name,file_path,cloc
OnBoardingGraph.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\app\src\main\java\com\codelabs\agrimate\ui\navigation\shared\OnBoardingGraph.kt,0
Color.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\app\src\main\java\com\codelabs\agrimate\ui\theme\Color.kt,0
Theme.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\app\src\main\java\com\codelabs\agrimate\ui\theme\Theme.kt,0
Type.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\app\src\main\java\com\codelabs\agrimate\ui\theme\Type.kt,1
AGWebView.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\app\src\main\java\com\codelabs\agrimate\ui\webview\AGWebView.kt,0
CameraAnalyzer.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\app\src\main\java\com\codelabs\agrimate\utils\CameraAnalyzer.kt,4
DateUtils.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\app\src\main\java\com\codelabs\agrimate\utils\DateUtils.kt,0
FileUtils.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\app\src\main\java\com\codelabs\agrimate\utils\FileUtils.kt,0
FormatUtils.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\app\src\main\java\com\codelabs\agrimate\utils\FormatUtils.kt,0
PermissionManager.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\app\src\main\java\com\codelabs\agrimate\utils\PermissionManager.kt,0
TimeUtils.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\app\src\main\java\com\codelabs\agrimate\utils\TimeUtils.kt,0
UiUtils.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\app\src\main\java\com\codelabs\agrimate\utils\UiUtils.kt,0
ValidationUtils.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\app\src\main\java\com\codelabs\agrimate\utils\ValidationUtils.kt,0
